cust_id,age,gender,marital_status,employment_status,income,number_of_dependants,residence_type,years_at_current_address,city,state,zipcode,loan_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default,number_of_open_accounts,number_of_closed_accounts,total_loan_months,delinquent_months,total_dpd,enquiry_count,credit_utilization_ratio
C00119,51,M,Married,Self-Employed,2988000,5,Rented,1,Ahmedabad,Gujarat,380001,L00119,Personal,Unsecured,1998000,1410000,28200.0,253800,1128000,22,1015199,733009,2019-07-28,2019-08-14,False,1,2,37,9,60,4,1
C00120,47,F,Married,Salaried,842000,3,Rented,8,Mumbai,Maharashtra,400001,L00120,Auto,Secured,1046000,964000,19280.0,173520,771200,19,546694,321995,2019-07-29,2019-08-13,False,2,1,61,6,31,6,16
C00121,47,M,Married,Self-Employed,1199000,3,Owned,29,Delhi,Delhi,110001,L00121,Personal,Unsecured,909000,881000,17620.0,158580,704800,23,634319,655623,2019-07-29,2019-08-21,False,3,1,44,0,0,3,72
C00122,30,M,Married,Self-Employed,793000,3,Owned,4,Bangalore,Karnataka,560001,L00122,Auto,Secured,1182000,1048000,20960.0,188640,838400,26,355837,191653,2019-07-29,2019-08-01,False,2,1,61,0,0,5,78
C00123,54,F,Married,Salaried,3722000,2,Mortgage,1,Kolkata,West Bengal,700001,L00123,Auto,Secured,4276000,3622000,72440.0,651960,2897600,15,2479918,1653219,2019-07-29,2019-08-02,False,4,1,40,3,20,9,6
C00124,25,M,Single,Self-Employed,11952000,1,Rented,23,Delhi,Delhi,110001,L00124,Home,Secured,51237000,37313000,746260.0,6716340,29850400,33,4639449,4706942,2019-07-29,2019-08-25,False,2,0,72,0,0,2,1
C00125,45,M,Single,Self-Employed,540000,1,Owned,13,Delhi,Delhi,110001,L00125,Education,Secured,876000,795000,15900.0,143100,636000,41,362172,246775,2019-07-29,2019-08-13,False,1,2,5,0,0,4,8
C00126,61,M,Married,Self-Employed,687000,2,Mortgage,9,Hyderabad,Telangana,500001,L00126,Personal,Unsecured,469000,442000,8840.0,79560,353600,15,318239,217251,2019-07-29,2019-08-22,False,4,1,115,8,40,9,75
C00127,30,F,Single,Salaried,4063000,0,Owned,8,Ahmedabad,Gujarat,380001,L00127,Personal,Unsecured,3731000,2749000,54980.0,494820,2199200,10,1979279,1328256,2019-07-29,2019-08-02,False,1,1,17,0,0,2,36
C00128,34,F,Single,Salaried,702000,1,Owned,17,Ahmedabad,Gujarat,380001,L00128,Education,Secured,1181000,926000,18520.0,166680,740800,54,436041,328376,2019-07-29,2019-08-15,False,3,0,87,6,41,8,15
C00129,40,F,Married,Self-Employed,1463000,3,Owned,25,Jaipur,Rajasthan,302001,L00129,Education,Secured,2584000,1882000,37640.0,338760,1505600,35,870097,591423,2019-07-29,2019-08-01,False,1,1,54,0,0,6,52
C00130,34,M,Single,Salaried,7212000,0,Mortgage,16,Delhi,Delhi,110001,L00130,Personal,Unsecured,5000000,3628000,72560.0,653040,2902400,13,2612159,2380394,2019-07-29,2019-08-07,False,3,1,104,0,0,4,12
C00131,24,M,Single,Self-Employed,6081000,0,Rented,18,Jaipur,Rajasthan,302001,L00131,Education,Secured,11741000,10103000,202060.0,1818540,8082400,46,3172863,2854771,2019-07-29,2019-08-04,False,3,1,82,10,53,6,52
C00132,40,M,Single,Salaried,1608000,2,Mortgage,29,Chennai,Tamil Nadu,600001,L00132,Education,Secured,2812000,2134000,42680.0,384120,1707200,54,795644,370628,2019-07-29,2019-08-24,False,4,0,99,2,7,7,20
C00133,29,F,Married,Salaried,629000,5,Rented,29,Chennai,Tamil Nadu,600001,L00133,Personal,Unsecured,556000,470000,9400.0,84600,376000,6,299561,212647,2019-07-29,2019-08-20,False,2,1,60,0,0,2,57
C00134,44,M,Married,Self-Employed,1045000,3,Rented,7,Bangalore,Karnataka,560001,L00134,Home,Secured,3580000,2896000,57920.0,521280,2316800,46,568232,313926,2019-07-29,2019-08-05,False,3,0,114,0,0,8,43
C00135,30,M,Single,Self-Employed,1531000,0,Owned,10,Hyderabad,Telangana,500001,L00135,Home,Secured,5902000,4577000,91540.0,823860,3661600,46,989226,700234,2019-07-29,2019-08-03,False,4,1,145,0,0,7,40
C00136,55,M,Married,Self-Employed,2813000,3,Owned,16,Chennai,Tamil Nadu,600001,L00136,Personal,Unsecured,1934000,1618000,32360.0,291240,1294400,16,1164959,1368763,2019-07-29,2019-08-14,False,2,1,62,0,0,6,8
C00137,32,F,Single,Self-Employed,3549000,1,Owned,29,Hyderabad,Telangana,500001,L00137,Personal,Unsecured,3566000,3560000,71200.0,640800,2848000,14,1760446,1475074,2019-07-29,2019-08-08,False,1,1,44,10,63,2,25
C00138,36,F,Single,Self-Employed,780000,0,Mortgage,28,Hyderabad,Telangana,500001,L00138,Personal,Unsecured,658000,594000,11880.0,106920,475200,20,427679,213413,2019-07-29,2019-08-03,False,4,1,163,0,0,6,49
C00139,48,M,Married,Self-Employed,10195000,3,Mortgage,4,Delhi,Delhi,110001,L00139,Personal,Unsecured,5000000,3991000,79820.0,718380,3192800,8,2873519,2720410,2019-07-29,2019-08-07,False,3,0,95,1,7,8,64
C00140,27,F,Single,Salaried,335000,0,Rented,11,Hyderabad,Telangana,500001,L00140,Personal,Unsecured,302000,297000,5940.0,53460,237600,13,168787,122613,2019-07-29,2019-08-06,False,2,1,20,10,61,2,34
C00141,42,F,Married,Self-Employed,901000,3,Mortgage,16,Pune,Maharashtra,411001,L00141,Education,Secured,1381000,1052000,21040.0,189360,841600,35,569791,237208,2019-07-29,2019-08-08,False,1,1,29,8,59,5,19
C00142,53,F,Single,Self-Employed,6297000,0,Owned,19,Bangalore,Karnataka,560001,L00142,Home,Secured,16906000,12346000,246920.0,2222280,9876800,37,4348612,1851133,2019-07-29,2019-08-18,False,1,0,39,10,67,4,8
C00143,23,F,Single,Self-Employed,986000,0,Owned,6,Bangalore,Karnataka,560001,L00143,Personal,Unsecured,1005000,974000,19480.0,175320,779200,18,521625,387899,2019-07-29,2019-08-23,False,2,2,59,0,0,3,81
C00144,41,M,Married,Self-Employed,9742000,3,Mortgage,14,Kolkata,West Bengal,700001,L00144,Home,Secured,34140000,31554000,631080.0,5679720,25243200,25,5000000,3003312,2019-07-29,2019-08-07,False,4,0,131,0,0,9,1
C00145,42,F,Single,Self-Employed,10512000,0,Mortgage,31,Pune,Maharashtra,411001,L00145,Home,Secured,32697000,31130000,622600.0,5603400,24904000,25,4941668,2897967,2019-07-29,2019-08-01,False,2,1,41,3,15,2,22
C00146,47,M,Single,Self-Employed,5204000,0,Mortgage,22,Hyderabad,Telangana,500001,L00146,Personal,Unsecured,3767000,3369000,67380.0,606420,2695200,13,2425679,1313686,2019-07-29,2019-08-13,False,3,0,42,1,3,7,13
C00147,27,M,Married,Self-Employed,11481000,2,Owned,9,Kolkata,West Bengal,700001,L00147,Education,Secured,20000000,14018000,280360.0,2523240,11214400,29,5000000,3242901,2019-07-30,2019-08-03,False,1,1,33,0,0,3,57
C00148,26,F,Single,Self-Employed,322000,0,Owned,20,Lucknow,Uttar Pradesh,226001,L00148,Personal,Unsecured,300000,222000,4440.0,39960,177600,14,121145,167553,2019-07-30,2019-08-07,False,1,1,9,0,0,1,45
C00149,45,M,Single,Salaried,7031000,1,Mortgage,27,Pune,Maharashtra,411001,L00149,Personal,Unsecured,5000000,4914000,98280.0,884520,3931200,11,3538079,2380266,2019-07-30,2019-08-21,False,4,0,119,16,68,4,12
C00150,42,F,Married,Salaried,233000,3,Owned,21,Delhi,Delhi,110001,L00150,Education,Secured,360000,265000,5300.0,47700,212000,37,127900,106225,2019-07-30,2019-08-26,False,4,1,115,0,0,9,70
C00151,42,M,Single,Salaried,1210000,2,Owned,20,Chennai,Tamil Nadu,600001,L00151,Personal,Unsecured,1010000,845000,16900.0,152100,676000,16,608399,703958,2019-07-30,2019-08-07,False,4,1,141,9,41,6,51
C00152,43,M,Single,Self-Employed,576000,1,Mortgage,30,Kolkata,West Bengal,700001,L00152,Home,Secured,1816000,1761000,35220.0,316980,1408800,39,398776,203811,2019-07-30,2019-08-11,False,2,1,31,0,0,3,35
C00153,33,F,Single,Salaried,617000,2,Rented,21,Delhi,Delhi,110001,L00153,Home,Secured,2151000,1881000,37620.0,338580,1504800,39,406023,237368,2019-07-30,2019-08-29,False,4,0,82,12,52,6,26
C00154,42,M,Married,Salaried,7863000,4,Mortgage,1,Delhi,Delhi,110001,L00154,Personal,Unsecured,5000000,3509000,70180.0,631620,2807200,23,2526479,2302434,2019-07-30,2019-08-22,False,3,2,134,0,0,5,2
C00155,42,M,Single,Self-Employed,5157000,0,Owned,7,Mumbai,Maharashtra,400001,L00155,Home,Secured,16394000,15696000,313920.0,2825280,12556800,25,3862526,1685911,2019-07-30,2019-08-28,False,4,2,101,6,30,6,19
C00156,32,M,Married,Self-Employed,3925000,3,Owned,9,Bangalore,Karnataka,560001,L00156,Personal,Unsecured,3402000,2405000,48100.0,432900,1924000,8,1731599,1424596,2019-07-30,2019-08-06,False,4,2,147,0,0,7,60
C00157,58,F,Married,Self-Employed,2384000,4,Owned,27,Pune,Maharashtra,411001,L00157,Personal,Unsecured,1574000,1500000,30000.0,270000,1200000,14,1079999,1123115,2019-07-30,2019-08-13,False,1,1,17,10,41,3,72
C00158,44,M,Married,Salaried,139000,2,Owned,25,Hyderabad,Telangana,500001,L00158,Personal,Unsecured,121000,107000,2140.0,19260,85600,10,66044,40398,2019-07-30,2019-08-19,False,1,0,28,0,0,5,16
C00159,28,M,Married,Salaried,918000,4,Owned,14,Mumbai,Maharashtra,400001,L00159,Education,Secured,1622000,1352000,27040.0,243360,1081600,44,563212,440373,2019-07-30,2019-08-27,False,4,2,139,0,0,5,9
C00160,46,M,Single,Salaried,1913000,1,Mortgage,13,Hyderabad,Telangana,500001,L00160,Personal,Unsecured,1584000,1537000,30740.0,276660,1229600,11,1106639,810348,2019-07-30,2019-08-26,False,4,1,78,19,110,9,38
C00161,30,F,Married,Self-Employed,1418000,2,Mortgage,7,Pune,Maharashtra,411001,L00161,Personal,Unsecured,1213000,1138000,22760.0,204840,910400,8,748597,593193,2019-07-30,2019-08-10,False,3,0,132,5,34,6,86
C00162,47,M,Married,Self-Employed,532000,3,Owned,12,Kolkata,West Bengal,700001,L00162,Personal,Unsecured,415000,412000,8240.0,74160,329600,13,289602,158749,2019-07-30,2019-08-06,False,2,0,48,9,55,2,38
C00163,51,M,Married,Salaried,2247000,2,Owned,27,Delhi,Delhi,110001,L00163,Auto,Secured,2732000,2726000,54520.0,490680,2180800,31,1489387,1091252,2019-07-30,2019-08-23,False,2,2,46,12,72,7,43
C00164,31,F,Married,Self-Employed,910000,5,Owned,1,Pune,Maharashtra,411001,L00164,Home,Secured,3183000,2546000,50920.0,458280,2036800,25,533775,244223,2019-07-30,2019-08-04,False,4,0,130,0,0,9,96
C00165,49,F,Single,Salaried,1682000,0,Mortgage,22,Hyderabad,Telangana,500001,L00165,Personal,Unsecured,1357000,1325000,26500.0,238500,1060000,17,953999,787542,2019-07-30,2019-08-07,False,3,1,61,19,110,3,21
C00166,44,M,Single,Self-Employed,2673000,0,Mortgage,27,Kolkata,West Bengal,700001,L00166,Home,Secured,8406000,7500000,150000.0,1350000,6000000,32,1369946,1560311,2019-07-30,2019-08-02,False,1,0,18,0,0,6,90
C00167,48,F,Married,Self-Employed,2790000,2,Owned,21,Delhi,Delhi,110001,L00167,Personal,Unsecured,2205000,2028000,40560.0,365040,1622400,12,1460159,1138376,2019-07-30,2019-08-10,False,2,0,65,0,0,7,24
C00168,58,M,Married,Self-Employed,2324000,5,Owned,13,Pune,Maharashtra,411001,L00168,Education,Secured,3361000,3085000,61700.0,555300,2468000,56,1293961,1041306,2019-07-30,2019-08-14,False,3,0,76,0,0,7,54
C00169,37,M,Single,Self-Employed,1254000,1,Owned,20,Delhi,Delhi,110001,L00169,Home,Secured,4288000,3534000,70680.0,636120,2827200,33,778770,382764,2019-07-30,2019-08-03,False,3,1,71,3,22,5,13
C00170,32,M,Married,Salaried,2313000,2,Rented,8,Pune,Maharashtra,411001,L00170,Auto,Secured,3413000,3087000,61740.0,555660,2469600,14,1350182,837020,2019-07-30,2019-08-21,False,3,2,44,10,55,6,0
C00171,31,M,Single,Salaried,1577000,1,Owned,30,Bangalore,Karnataka,560001,L00171,Personal,Unsecured,1539000,1435000,28700.0,258300,1148000,6,732908,457947,2019-07-30,2019-08-04,False,4,1,138,0,0,8,91
C00172,31,M,Single,Salaried,2287000,1,Mortgage,11,Delhi,Delhi,110001,L00172,Personal,Unsecured,2068000,1927000,38540.0,346860,1541600,18,1299744,1321849,2019-07-30,2019-08-15,False,4,0,90,7,14,6,40
C00173,39,M,Married,Salaried,2788000,2,Mortgage,23,Chennai,Tamil Nadu,600001,L00173,Education,Secured,4483000,3262000,65240.0,587160,2609600,54,1585324,1446436,2019-07-30,2019-08-28,False,1,2,9,4,27,1,12
C00174,43,M,Married,Self-Employed,3889000,4,Owned,16,Mumbai,Maharashtra,400001,L00174,Personal,Unsecured,3074000,2690000,53800.0,484200,2152000,6,1936799,1233169,2019-07-30,2019-08-09,False,3,2,69,0,0,3,48
C00175,42,F,Married,Salaried,1384000,5,Owned,3,Chennai,Tamil Nadu,600001,L00175,Home,Secured,4984000,4910000,98200.0,883800,3928000,36,806866,555225,2019-07-31,2019-08-14,False,4,1,104,0,0,9,37
C00176,48,F,Married,Salaried,2124000,2,Rented,1,Mumbai,Maharashtra,400001,L00176,Home,Secured,6968000,4887000,97740.0,879660,3909600,47,1398539,586062,2019-07-31,2019-08-05,False,2,2,47,0,0,6,5
C00177,40,M,Married,Self-Employed,7650000,3,Owned,28,Lucknow,Uttar Pradesh,226001,L00177,Personal,Unsecured,5000000,4038000,80760.0,726840,3230400,19,2907359,2293671,2019-07-31,2019-08-10,False,4,2,95,6,39,4,75
C00178,54,M,Married,Self-Employed,1522000,3,Owned,20,Ahmedabad,Gujarat,380001,L00178,Education,Secured,2111000,1722000,34440.0,309960,1377600,45,848110,854494,2019-07-31,2019-08-17,False,1,1,2,0,0,5,16
C00179,37,M,Married,Salaried,9280000,3,Owned,20,Delhi,Delhi,110001,L00179,Home,Secured,32635000,29910000,598200.0,5383800,23928000,29,5000000,4708086,2019-07-31,2019-08-01,False,1,2,25,0,0,6,75
C00180,67,F,Single,Self-Employed,3552000,0,Mortgage,7,Ahmedabad,Gujarat,380001,L00180,Auto,Secured,3965000,3052000,61040.0,549360,2441600,35,2197439,903539,2019-07-31,2019-08-16,False,2,0,49,3,7,5,71
C00181,46,F,Married,Self-Employed,250000,4,Mortgage,29,Ahmedabad,Gujarat,380001,L00181,Personal,Unsecured,192000,176000,3520.0,31680,140800,19,126719,73162,2019-07-31,2019-08-04,False,1,2,31,0,0,5,75
C00182,31,F,Married,Self-Employed,2416000,3,Owned,24,Delhi,Delhi,110001,L00182,Home,Secured,8632000,7481000,149620.0,1346580,5984800,33,1311730,766793,2019-07-31,2019-08-23,True,3,2,65,0,0,6,89
C00183,29,M,Married,Self-Employed,3372000,3,Owned,20,Bangalore,Karnataka,560001,L00183,Education,Secured,6732000,6591000,131820.0,1186380,5272800,37,1843451,1067766,2019-07-31,2019-08-11,True,2,1,24,9,64,7,58
C00184,44,M,Single,Salaried,1485000,1,Mortgage,18,Hyderabad,Telangana,500001,L00184,Auto,Secured,1972000,1754000,35080.0,315720,1403200,12,741913,708915,2019-07-31,2019-08-27,False,3,0,108,0,0,6,23
C00185,37,M,Single,Salaried,627000,0,Owned,7,Mumbai,Maharashtra,400001,L00185,Personal,Unsecured,593000,562000,11240.0,101160,449600,22,386924,219670,2019-07-31,2019-08-28,False,4,2,120,24,133,6,12
C00186,47,M,Single,Self-Employed,10175000,1,Owned,16,Kolkata,West Bengal,700001,L00186,Home,Secured,33191000,25324000,506480.0,4558320,20259200,34,5000000,5210871,2019-07-31,2019-08-30,False,2,0,23,0,0,3,11
C00187,44,F,Married,Self-Employed,859000,4,Owned,2,Chennai,Tamil Nadu,600001,L00187,Auto,Secured,1047000,868000,17360.0,156240,694400,34,536153,230795,2019-07-31,2019-08-08,False,1,1,10,0,0,3,25
C00188,39,F,Married,Salaried,11953000,4,Owned,22,Jaipur,Rajasthan,302001,L00188,Personal,Unsecured,5000000,4230000,84600.0,761400,3384000,20,3045599,2581330,2019-07-31,2019-08-03,False,4,0,39,0,0,4,2
C00189,31,F,Single,Self-Employed,3667000,1,Mortgage,20,Hyderabad,Telangana,500001,L00189,Auto,Secured,4969000,3811000,76220.0,685980,3048800,13,1479310,1133368,2019-07-31,2019-08-06,False,1,1,11,0,0,5,20
C00190,24,F,Single,Self-Employed,3877000,0,Owned,4,Jaipur,Rajasthan,302001,L00190,Education,Secured,7889000,6447000,128940.0,1160460,5157600,41,1647471,1637203,2019-07-31,2019-08-02,False,2,0,70,0,0,6,35
C00191,35,M,Single,Salaried,5737000,1,Owned,11,Delhi,Delhi,110001,L00191,Home,Secured,20992000,16022000,320440.0,2883960,12817600,39,2613249,2337108,2019-07-31,2019-08-23,False,1,1,9,1,6,1,25
C00192,48,F,Married,Self-Employed,2803000,2,Owned,2,Hyderabad,Telangana,500001,L00192,Education,Secured,4453000,3175000,63500.0,571500,2540000,17,1565289,1167875,2019-07-31,2019-08-19,False,1,0,50,1,5,1,1
C00193,42,F,Single,Self-Employed,4485000,1,Owned,10,Delhi,Delhi,110001,L00193,Education,Secured,6795000,5330000,106600.0,959400,4264000,40,2697554,1335046,2019-07-31,2019-08-28,False,3,2,72,0,0,4,3
C00194,27,M,Married,Self-Employed,1301000,4,Owned,6,Chennai,Tamil Nadu,600001,L00194,Home,Secured,5460000,4137000,82740.0,744660,3309600,26,566697,634330,2019-07-31,2019-08-13,False,4,1,84,10,38,9,12
C00195,41,F,Married,Self-Employed,133000,4,Owned,4,Bangalore,Karnataka,560001,L00195,Personal,Unsecured,114000,108000,2160.0,19440,86400,20,77759,51203,2019-07-31,2019-08-18,False,4,2,97,0,0,6,92
C00196,43,M,Married,Salaried,1040000,3,Owned,5,Bangalore,Karnataka,560001,L00196,Personal,Unsecured,917000,742000,14840.0,133560,593600,11,534239,412948,2019-07-31,2019-08-06,True,4,2,139,7,35,7,97
C00197,31,M,Single,Self-Employed,2725000,0,Owned,6,Chennai,Tamil Nadu,600001,L00197,Personal,Unsecured,2429000,2189000,43780.0,394020,1751200,16,1334635,1405687,2019-07-31,2019-08-28,False,3,2,66,0,0,6,62
C00198,41,M,Married,Self-Employed,982000,4,Mortgage,8,Bangalore,Karnataka,560001,L00198,Auto,Secured,1360000,1259000,25180.0,226620,1007200,21,478056,553901,2019-07-31,2019-08-16,False,1,1,4,0,0,4,90
C00199,40,M,Married,Salaried,2385000,3,Rented,19,Lucknow,Uttar Pradesh,226001,L00199,Home,Secured,8733000,7959000,159180.0,1432620,6367200,42,1755389,577937,2019-07-31,2019-08-29,False,4,2,97,0,0,4,4
C00200,28,M,Single,Self-Employed,1071000,0,Owned,19,Delhi,Delhi,110001,L00200,Home,Secured,3813000,3229000,64580.0,581220,2583200,39,538593,332456,2019-07-31,2019-08-02,False,4,1,144,0,0,4,72
C00201,43,M,Married,Salaried,1226000,4,Owned,23,Bangalore,Karnataka,560001,L00201,Auto,Secured,1497000,1269000,25380.0,228420,1015200,19,748395,448817,2019-07-31,2019-08-28,False,4,0,182,0,0,4,12
C00202,45,F,Married,Salaried,786000,2,Rented,7,Hyderabad,Telangana,500001,L00202,Home,Secured,2704000,2006000,40120.0,361080,1604800,39,473349,396099,2019-08-01,2019-08-17,False,4,2,137,6,38,8,76
C00203,50,M,Single,Self-Employed,3174000,1,Mortgage,16,Ahmedabad,Gujarat,380001,L00203,Personal,Unsecured,2327000,1672000,33440.0,300960,1337600,6,1203839,994260,2019-08-01,2019-08-14,False,3,2,60,2,8,5,9
C00204,50,M,Married,Self-Employed,3896000,3,Owned,10,Kolkata,West Bengal,700001,L00204,Auto,Secured,4242000,4042000,80840.0,727560,3233600,22,2016549,982533,2019-08-01,2019-08-12,False,1,2,35,0,0,4,6
C00205,26,M,Married,Self-Employed,5615000,3,Owned,21,Pune,Maharashtra,411001,L00205,Auto,Secured,8489000,7137000,142740.0,1284660,5709600,25,2127057,2798035,2019-08-01,2019-08-28,False,1,0,56,0,0,3,15
C00206,30,F,Single,Salaried,215000,0,Mortgage,5,Pune,Maharashtra,411001,L00206,Auto,Secured,299000,217000,4340.0,39060,173600,23,135442,74522,2019-08-01,2019-08-28,False,4,1,144,12,56,6,68
C00207,45,M,Married,Salaried,231000,3,Mortgage,21,Hyderabad,Telangana,500001,L00207,Home,Secured,676000,593000,11860.0,106740,474400,47,115701,75808,2019-08-01,2019-08-08,False,1,0,54,5,43,4,12
C00208,45,M,Married,Salaried,430000,3,Owned,1,Kolkata,West Bengal,700001,L00208,Personal,Unsecured,328000,302000,6040.0,54360,241600,10,217439,109018,2019-08-01,2019-08-20,False,4,2,150,14,78,7,45
C00209,45,F,Married,Salaried,328000,3,Mortgage,20,Hyderabad,Telangana,500001,L00209,Personal,Unsecured,255000,199000,3980.0,35820,159200,23,143279,77691,2019-08-01,2019-08-08,False,1,1,9,0,0,2,0
C00210,70,M,Single,Self-Employed,8497000,0,Owned,23,Chennai,Tamil Nadu,600001,L00210,Personal,Unsecured,5000000,4263000,85260.0,767340,3410400,16,3069359,3219220,2019-08-01,2019-08-06,False,2,2,53,0,0,2,10
C00211,45,F,Married,Self-Employed,501000,2,Mortgage,5,Jaipur,Rajasthan,302001,L00211,Home,Secured,1534000,1380000,27600.0,248400,1104000,34,297730,119074,2019-08-01,2019-08-19,False,1,1,24,4,18,3,83
C00212,51,M,Married,Self-Employed,364000,2,Owned,27,Chennai,Tamil Nadu,600001,L00212,Education,Secured,509000,472000,9440.0,84960,377600,12,248781,121534,2019-08-01,2019-08-05,False,4,1,128,0,0,4,47
C00213,49,M,Married,Self-Employed,901000,4,Mortgage,14,Chennai,Tamil Nadu,600001,L00213,Auto,Secured,990000,935000,18700.0,168300,748000,24,578633,348314,2019-08-01,2019-08-07,False,2,2,77,0,0,3,21
C00214,46,F,Married,Self-Employed,379000,2,Owned,13,Delhi,Delhi,110001,L00214,Personal,Unsecured,273000,272000,5440.0,48960,217600,20,195839,179787,2019-08-01,2019-08-19,False,2,0,30,7,30,2,81
C00215,36,F,Married,Self-Employed,10539000,3,Mortgage,12,Ahmedabad,Gujarat,380001,L00215,Personal,Unsecured,5000000,4940000,98800.0,889200,3952000,6,3556799,4231778,2019-08-01,2019-08-05,False,2,2,54,23,122,5,52
C00216,47,F,Married,Salaried,712000,3,Rented,18,Kolkata,West Bengal,700001,L00216,Home,Secured,2375000,2117000,42340.0,381060,1693600,26,450080,385113,2019-08-01,2019-08-17,False,4,2,142,10,44,4,42
C00217,32,M,Married,Salaried,1684000,4,Owned,25,Bangalore,Karnataka,560001,L00217,Education,Secured,3356000,3088000,61760.0,555840,2470400,43,1161602,772026,2019-08-01,2019-08-14,False,4,2,152,9,46,5,56
C00218,37,M,Married,Salaried,5561000,3,Mortgage,22,Lucknow,Uttar Pradesh,226001,L00218,Personal,Unsecured,4972000,4031000,80620.0,725580,3224800,6,2902319,1397918,2019-08-01,2019-08-02,False,2,0,49,0,0,4,7
C00219,35,M,Single,Self-Employed,2547000,0,Owned,18,Pune,Maharashtra,411001,L00219,Personal,Unsecured,2185000,1556000,31120.0,280080,1244800,21,1120319,659863,2019-08-01,2019-08-31,False,4,2,70,4,19,9,62
C00220,40,F,Single,Self-Employed,3643000,0,Mortgage,25,Ahmedabad,Gujarat,380001,L00220,Home,Secured,12790000,10183000,203660.0,1832940,8146400,41,1939983,1018359,2019-08-01,2019-08-19,False,1,0,6,1,1,4,58
C00221,63,M,Married,Self-Employed,2139000,4,Owned,3,Kolkata,West Bengal,700001,L00221,Personal,Unsecured,1461000,1067000,21340.0,192060,853600,16,768239,714214,2019-08-01,2019-08-06,False,3,0,78,0,0,3,72
C00222,21,F,Single,Self-Employed,410000,0,Owned,24,Bangalore,Karnataka,560001,L00222,Home,Secured,1792000,1656000,33120.0,298080,1324800,39,172736,130001,2019-08-01,2019-08-07,True,1,0,24,17,86,1,36
C00223,46,M,Single,Self-Employed,4275000,1,Mortgage,19,Kolkata,West Bengal,700001,L00223,Personal,Unsecured,3053000,3023000,60460.0,544140,2418400,18,2176559,1227739,2019-08-01,2019-08-11,False,3,2,44,0,0,7,29
